ID,unidade_ID,periodo,categoria,faturamento,margemBruta,qtdProdutos,participacao,meta,subCategoria,repeatPurchaseRate,loyaltyParticipation,conversionRate
kc-u278-202603-MOD,u278,202603,Moda,808232.73,42.1,38,63.0,40.1,Footwear,30.2,39.2,29.1
kc-u278-202603-ACE,u278,202603,Acessórios,205265.45,33.4,33,16.0,31.5,Watches & Jewelry,33.8,43.8,30.4
kc-u278-202603-BEL,u278,202603,Beleza,205265.45,50.0,26,16.0,47.8,Skin Care,42.3,55.3,34.4
kc-u278-202604-MOD,u278,202604,Moda,808232.73,42.2,38,63.0,40.1,Accessories & Jewelry,29.3,38.3,28.6
kc-u278-202604-ACE,u278,202604,Acessórios,205265.45,33.6,33,16.0,31.5,Watches & Jewelry,34.4,44.4,30.7
kc-u278-202604-BEL,u278,202604,Beleza,205265.45,49.6,26,16.0,47.8,Wellness,42.0,55.0,34.2
kc-u278-202605-MOD,u278,202605,Moda,858747.27,42.3,40,63.0,40.1,Apparel,29.9,38.9,28.9
kc-u278-202605-ACE,u278,202605,Acessórios,218094.55,33.6,35,16.0,31.5,Bags & Leather,34.7,44.7,30.9
kc-u278-202605-BEL,u278,202605,Beleza,218094.55,50.0,28,16.0,47.8,Skin Care,42.9,55.9,34.7
kc-u278-202606-MOD,u278,202606,Moda,825070.91,42.3,39,63.0,40.1,Accessories & Jewelry,27.5,36.5,27.8
kc-u278-202606-ACE,u278,202606,Acessórios,209541.82,33.7,34,16.0,31.5,Watches & Jewelry,34.4,44.4,30.7
kc-u278-202606-BEL,u278,202606,Beleza,209541.82,49.8,27,16.0,47.8,Skin Care,42.9,55.9,34.7
kc-u189-202601-MOD,u189,202601,Moda,836280.0,42.0,40,66.0,40.1,Footwear,28.7,37.7,28.4
kc-u189-202601-ACE,u189,202601,Acessórios,215405.45,33.4,35,17.0,31.5,Sunglasses,34.7,44.7,30.9
kc-u189-202601-BEL,u189,202601,Beleza,190063.64,49.9,28,15.0,47.8,Wellness,43.2,56.2,34.8
kc-u189-202602-MOD,u189,202602,Moda,811440.0,42.0,39,66.0,40.1,Footwear,28.7,37.7,28.4
kc-u189-202602-ACE,u189,202602,Acessórios,209007.27,33.3,34,17.0,31.5,Sunglasses,35.6,45.6,31.3
kc-u189-202602-BEL,u189,202602,Beleza,184418.18,49.5,27,15.0,47.8,Makeup,40.8,53.8,33.6
kc-u189-202603-MOD,u189,202603,Moda,811440.0,42.1,39,66.0,40.1,Footwear,30.2,39.2,29.1
kc-u189-202603-ACE,u189,202603,Acessórios,209007.27,33.4,34,17.0,31.5,Watches & Jewelry,33.8,43.8,30.4
kc-u189-202603-BEL,u189,202603,Beleza,184418.18,49.9,27,15.0,47.8,Makeup,40.8,53.8,33.6
kc-u189-202604-MOD,u189,202604,Moda,852840.0,42.0,41,66.0,40.1,Accessories & Jewelry,27.5,36.5,27.8
kc-u189-202604-ACE,u189,202604,Acessórios,219670.91,33.7,36,17.0,31.5,Bags & Leather,35.9,45.9,31.4
kc-u189-202604-BEL,u189,202604,Beleza,193827.27,49.6,28,15.0,47.8,Skin Care,42.6,55.6,34.5
kc-u189-202605-MOD,u189,202605,Moda,811440.0,41.8,39,66.0,40.1,Apparel,27.5,36.5,27.8
kc-u189-202605-ACE,u189,202605,Acessórios,209007.27,33.2,34,17.0,31.5,Bags & Leather,35.6,45.6,31.3
kc-u189-202605-BEL,u189,202605,Beleza,184418.18,50.0,27,15.0,47.8,Skin Care,42.3,55.3,34.4
kc-u189-202606-MOD,u189,202606,Moda,811440.0,41.8,39,66.0,40.1,Apparel,28.7,37.7,28.4
kc-u189-202606-ACE,u189,202606,Acessórios,209007.27,33.4,34,17.0,31.5,Watches & Jewelry,33.5,43.5,30.2
kc-u189-202606-BEL,u189,202606,Beleza,184418.18,49.8,27,15.0,47.8,Skin Care,42.3,55.3,34.4
kc-u245-202601-MOD,u245,202601,Moda,777600.0,41.9,38,66.0,40.1,Footwear,28.1,37.1,28.1
kc-u245-202601-ACE,u245,202601,Acessórios,212072.73,33.6,33,18.0,31.5,Sunglasses,35.3,45.3,31.1
kc-u245-202601-BEL,u245,202601,Beleza,200290.91,49.7,26,17.0,47.8,Skin Care,40.8,53.8,33.6
kc-u245-202602-MOD,u245,202602,Moda,801900.0,42.1,39,66.0,40.1,Apparel,29.6,38.6,28.8
kc-u245-202602-ACE,u245,202602,Acessórios,218700.0,33.2,34,18.0,31.5,Sunglasses,36.2,46.2,31.6
kc-u245-202602-BEL,u245,202602,Beleza,206550.0,49.6,27,17.0,47.8,Skin Care,42.6,55.6,34.5
kc-u245-202603-MOD,u245,202603,Moda,769500.0,42.3,38,66.0,40.1,Footwear,27.5,36.5,27.8
kc-u245-202603-ACE,u245,202603,Acessórios,209863.64,33.3,33,18.0,31.5,Sunglasses,34.7,44.7,30.9
kc-u245-202603-BEL,u245,202603,Beleza,198204.55,50.0,26,17.0,47.8,Wellness,41.4,54.4,33.9
kc-u245-202604-MOD,u245,202604,Moda,793800.0,42.2,39,66.0,40.1,Accessories & Jewelry,29.9,38.9,28.9
kc-u245-202604-ACE,u245,202604,Acessórios,216490.91,33.7,34,18.0,31.5,Bags & Leather,34.7,44.7,30.9
kc-u245-202604-BEL,u245,202604,Beleza,204463.64,49.7,27,17.0,47.8,Wellness,41.7,54.7,34.1
kc-u245-202605-MOD,u245,202605,Moda,810000.0,42.3,40,66.0,40.1,Accessories & Jewelry,29.9,38.9,28.9
kc-u245-202605-ACE,u245,202605,Acessórios,220909.09,33.4,35,18.0,31.5,Bags & Leather,33.8,43.8,30.4
kc-u245-202605-BEL,u245,202605,Beleza,208636.36,49.8,28,17.0,47.8,Wellness,41.4,54.4,33.9
kc-u245-202606-MOD,u245,202606,Moda,769500.0,42.1,38,66.0,40.1,Footwear,28.4,37.4,28.2
kc-u245-202606-ACE,u245,202606,Acessórios,209863.64,33.4,33,18.0,31.5,Sunglasses,36.2,46.2,31.6
kc-u245-202606-BEL,u245,202606,Beleza,198204.55,49.7,26,17.0,47.8,Makeup,43.2,56.2,34.8
kc-u156-202601-MOD,u156,202601,Moda,1673661.82,44.9,43,62.0,43.2,Apparel,29.6,38.6,28.8
kc-u156-202601-ACE,u156,202601,Acessórios,539890.91,35.6,37,20.0,33.8,Sunglasses,36.2,46.2,31.6
kc-u156-202601-BEL,u156,202601,Beleza,512896.36,52.1,31,19.0,50.3,Makeup,42.0,55.0,34.2
kc-u156-202602-MOD,u156,202602,Moda,1741974.55,45.0,44,62.0,43.2,Footwear,29.3,38.3,28.6
kc-u156-202602-ACE,u156,202602,Acessórios,561927.27,35.8,38,20.0,33.8,Bags & Leather,35.3,45.3,31.1
kc-u156-202602-BEL,u156,202602,Beleza,533830.91,52.0,32,19.0,50.3,Skin Care,40.8,53.8,33.6
kc-u156-202603-MOD,u156,202603,Moda,1673661.82,45.0,43,62.0,43.2,Footwear,27.5,36.5,27.8
kc-u156-202603-ACE,u156,202603,Acessórios,539890.91,36.0,37,20.0,33.8,Bags & Leather,33.5,43.5,30.2
kc-u156-202603-BEL,u156,202603,Beleza,512896.36,52.4,31,19.0,50.3,Makeup,41.4,54.4,33.9
kc-u156-202604-MOD,u156,202604,Moda,1741974.55,44.9,44,62.0,43.2,Apparel,27.5,36.5,27.8
kc-u156-202604-ACE,u156,202604,Acessórios,561927.27,35.8,38,20.0,33.8,Bags & Leather,35.9,45.9,31.4
kc-u156-202604-BEL,u156,202604,Beleza,533830.91,52.4,32,19.0,50.3,Skin Care,42.3,55.3,34.4
kc-u156-202605-MOD,u156,202605,Moda,1656583.64,45.0,42,62.0,43.2,Accessories & Jewelry,29.9,38.9,28.9
kc-u156-202605-ACE,u156,202605,Acessórios,534381.82,35.7,36,20.0,33.8,Bags & Leather,36.2,46.2,31.6
kc-u156-202605-BEL,u156,202605,Beleza,507662.73,52.2,31,19.0,50.3,Makeup,42.6,55.6,34.5
kc-u156-202606-MOD,u156,202606,Moda,1759052.73,45.3,45,62.0,43.2,Accessories & Jewelry,28.7,37.7,28.4
kc-u156-202606-ACE,u156,202606,Acessórios,567436.36,35.5,39,20.0,33.8,Watches & Jewelry,34.7,44.7,30.9
kc-u156-202606-BEL,u156,202606,Beleza,539064.55,52.4,32,19.0,50.3,Skin Care,42.0,55.0,34.2
kc-u201-202601-MOD,u201,202601,Moda,780975.0,41.8,39,65.0,40.1,Apparel,29.9,38.9,28.9
kc-u201-202601-ACE,u201,202601,Acessórios,204255.0,33.5,34,17.0,31.5,Sunglasses,35.9,45.9,31.4
kc-u201-202601-BEL,u201,202601,Beleza,216270.0,49.6,27,18.0,47.8,Skin Care,43.2,56.2,34.8
kc-u201-202602-MOD,u201,202602,Moda,820418.18,42.0,41,65.0,40.1,Accessories & Jewelry,28.1,37.1,28.1
kc-u201-202602-ACE,u201,202602,Acessórios,214570.91,33.7,36,17.0,31.5,Watches & Jewelry,33.5,43.5,30.2
kc-u201-202602-BEL,u201,202602,Beleza,227192.73,50.0,29,18.0,47.8,Makeup,42.3,55.3,34.4
kc-u201-202603-MOD,u201,202603,Moda,780975.0,41.8,39,65.0,40.1,Apparel,27.8,36.8,27.9
kc-u201-202603-ACE,u201,202603,Acessórios,204255.0,33.5,34,17.0,31.5,Watches & Jewelry,35.3,45.3,31.1
kc-u201-202603-BEL,u201,202603,Beleza,216270.0,49.6,27,18.0,47.8,Wellness,42.6,55.6,34.5
kc-u201-202604-MOD,u201,202604,Moda,804640.91,42.3,40,65.0,40.1,Footwear,28.4,37.4,28.2
kc-u201-202604-ACE,u201,202604,Acessórios,210444.55,33.4,35,17.0,31.5,Watches & Jewelry,35.9,45.9,31.4
kc-u201-202604-BEL,u201,202604,Beleza,222823.64,49.6,28,18.0,47.8,Makeup,43.2,56.2,34.8
kc-u201-202605-MOD,u201,202605,Moda,804640.91,41.9,40,65.0,40.1,Footwear,30.2,39.2,29.1
kc-u201-202605-ACE,u201,202605,Acessórios,210444.55,33.7,35,17.0,31.5,Sunglasses,35.9,45.9,31.4
kc-u201-202605-BEL,u201,202605,Beleza,222823.64,49.5,28,18.0,47.8,Wellness,43.2,56.2,34.8
kc-u201-202606-MOD,u201,202606,Moda,812529.55,42.0,41,65.0,40.1,Apparel,28.1,37.1,28.1
kc-u201-202606-ACE,u201,202606,Acessórios,212507.73,33.4,36,17.0,31.5,Sunglasses,35.3,45.3,31.1
kc-u201-202606-BEL,u201,202606,Beleza,225008.18,49.7,28,18.0,47.8,Skin Care,43.2,56.2,34.8
kc-u213-202601-MOD,u213,202601,Moda,750780.0,42.1,38,66.0,40.1,Footwear,28.1,37.1,28.1
kc-u213-202601-ACE,u213,202601,Acessórios,216133.64,33.4,33,19.0,31.5,Sunglasses,34.1,44.1,30.6
kc-u213-202601-BEL,u213,202601,Beleza,204758.18,49.9,27,18.0,47.8,Skin Care,41.1,54.1,33.8
kc-u213-202602-MOD,u213,202602,Moda,781740.0,42.0,40,66.0,40.1,Footwear,29.0,38.0,28.5
kc-u213-202602-ACE,u213,202602,Acessórios,225046.36,33.6,35,19.0,31.5,Bags & Leather,33.5,43.5,30.2
kc-u213-202602-BEL,u213,202602,Beleza,213201.82,50.0,28,18.0,47.8,Wellness,42.0,55.0,34.2
kc-u213-202603-MOD,u213,202603,Moda,797220.0,42.0,41,66.0,40.1,Footwear,27.8,36.8,27.9
kc-u213-202603-ACE,u213,202603,Acessórios,229502.73,33.2,36,19.0,31.5,Sunglasses,35.0,45.0,31.0
kc-u213-202603-BEL,u213,202603,Beleza,217423.64,49.6,28,18.0,47.8,Makeup,42.9,55.9,34.7
kc-u213-202604-MOD,u213,202604,Moda,781740.0,42.1,40,66.0,40.1,Footwear,30.2,39.2,29.1
kc-u213-202604-ACE,u213,202604,Acessórios,225046.36,33.5,35,19.0,31.5,Sunglasses,33.8,43.8,30.4
kc-u213-202604-BEL,u213,202604,Beleza,213201.82,49.8,28,18.0,47.8,Wellness,41.4,54.4,33.9
kc-u213-202605-MOD,u213,202605,Moda,789480.0,42.3,40,66.0,40.1,Apparel,29.6,38.6,28.8
kc-u213-202605-ACE,u213,202605,Acessórios,227274.55,33.7,35,19.0,31.5,Watches & Jewelry,34.4,44.4,30.7
kc-u213-202605-BEL,u213,202605,Beleza,215312.73,49.6,28,18.0,47.8,Makeup,40.8,53.8,33.6
kc-u213-202606-MOD,u213,202606,Moda,781740.0,42.1,40,66.0,40.1,Accessories & Jewelry,29.0,38.0,28.5
kc-u213-202606-ACE,u213,202606,Acessórios,225046.36,33.3,35,19.0,31.5,Watches & Jewelry,35.6,45.6,31.3
kc-u213-202606-BEL,u213,202606,Beleza,213201.82,50.0,28,18.0,47.8,Wellness,42.3,55.3,34.4
kc-u267-202601-MOD,u267,202601,Moda,691654.09,42.0,38,63.0,40.1,Accessories & Jewelry,30.2,39.2,29.1
kc-u267-202601-ACE,u267,202601,Acessórios,208594.09,33.7,33,19.0,31.5,Bags & Leather,36.2,46.2,31.6
kc-u267-202601-BEL,u267,202601,Beleza,164679.55,49.8,27,15.0,47.8,Skin Care,40.8,53.8,33.6
kc-u267-202602-MOD,u267,202602,Moda,698784.55,41.9,39,63.0,40.1,Footwear,30.2,39.2,29.1
kc-u267-202602-ACE,u267,202602,Acessórios,210744.55,33.4,34,19.0,31.5,Bags & Leather,35.3,45.3,31.1
kc-u267-202602-BEL,u267,202602,Beleza,166377.27,49.5,27,15.0,47.8,Wellness,41.7,54.7,34.1
kc-u267-202603-MOD,u267,202603,Moda,698784.55,42.1,39,63.0,40.1,Accessories & Jewelry,29.6,38.6,28.8
kc-u267-202603-ACE,u267,202603,Acessórios,210744.55,33.4,34,19.0,31.5,Sunglasses,36.2,46.2,31.6
kc-u267-202603-BEL,u267,202603,Beleza,166377.27,49.9,27,15.0,47.8,Wellness,42.6,55.6,34.5
kc-u267-202604-MOD,u267,202604,Moda,691654.09,42.1,38,63.0,40.1,Apparel,29.9,38.9,28.9
kc-u267-202604-ACE,u267,202604,Acessórios,208594.09,33.3,33,19.0,31.5,Bags & Leather,33.8,43.8,30.4
kc-u267-202604-BEL,u267,202604,Beleza,164679.55,49.9,27,15.0,47.8,Wellness,40.5,53.5,33.5
kc-u267-202605-MOD,u267,202605,Moda,734436.82,42.1,41,63.0,40.1,Accessories & Jewelry,29.0,38.0,28.5
kc-u267-202605-ACE,u267,202605,Acessórios,221496.82,33.4,36,19.0,31.5,Sunglasses,35.0,45.0,31.0
kc-u267-202605-BEL,u267,202605,Beleza,174865.91,49.8,28,15.0,47.8,Makeup,42.9,55.9,34.7
kc-u267-202606-MOD,u267,202606,Moda,720175.91,42.1,40,63.0,40.1,Apparel,29.3,38.3,28.6
kc-u267-202606-ACE,u267,202606,Acessórios,217195.91,33.2,35,19.0,31.5,Sunglasses,34.7,44.7,30.9
kc-u267-202606-BEL,u267,202606,Beleza,171470.45,49.9,28,15.0,47.8,Makeup,41.4,54.4,33.9
kc-u178-202601-MOD,u178,202601,Moda,1484509.09,45.1,42,63.0,43.2,Footwear,29.0,38.0,28.5
kc-u178-202601-ACE,u178,202601,Acessórios,494836.36,35.5,36,21.0,33.8,Bags & Leather,35.6,45.6,31.3
kc-u178-202601-BEL,u178,202601,Beleza,447709.09,52.2,30,19.0,50.3,Wellness,42.0,55.0,34.2
kc-u178-202602-MOD,u178,202602,Moda,1608218.18,45.2,45,63.0,43.2,Accessories & Jewelry,27.8,36.8,27.9
kc-u178-202602-ACE,u178,202602,Acessórios,536072.73,35.8,39,21.0,33.8,Bags & Leather,36.2,46.2,31.6
kc-u178-202602-BEL,u178,202602,Beleza,485018.18,52.5,33,19.0,50.3,Wellness,41.7,54.7,34.1
kc-u178-202603-MOD,u178,202603,Moda,1515436.36,45.3,43,63.0,43.2,Apparel,29.3,38.3,28.6
kc-u178-202603-ACE,u178,202603,Acessórios,505145.45,35.7,37,21.0,33.8,Sunglasses,36.2,46.2,31.6
kc-u178-202603-BEL,u178,202603,Beleza,457036.36,52.1,31,19.0,50.3,Skin Care,40.5,53.5,33.5
kc-u178-202604-MOD,u178,202604,Moda,1608218.18,44.9,45,63.0,43.2,Apparel,28.7,37.7,28.4
kc-u178-202604-ACE,u178,202604,Acessórios,536072.73,35.6,39,21.0,33.8,Bags & Leather,34.7,44.7,30.9
kc-u178-202604-BEL,u178,202604,Beleza,485018.18,52.5,33,19.0,50.3,Makeup,42.6,55.6,34.5
kc-u178-202605-MOD,u178,202605,Moda,1469045.45,45.2,41,63.0,43.2,Accessories & Jewelry,28.1,37.1,28.1
kc-u178-202605-ACE,u178,202605,Acessórios,489681.82,35.7,36,21.0,33.8,Bags & Leather,34.7,44.7,30.9
kc-u178-202605-BEL,u178,202605,Beleza,443045.45,52.2,30,19.0,50.3,Skin Care,42.6,55.6,34.5
kc-u178-202606-MOD,u178,202606,Moda,1561827.27,45.1,44,63.0,43.2,Apparel,29.3,38.3,28.6
kc-u178-202606-ACE,u178,202606,Acessórios,520609.09,35.9,38,21.0,33.8,Watches & Jewelry,34.7,44.7,30.9
kc-u178-202606-BEL,u178,202606,Beleza,471027.27,52.3,32,19.0,50.3,Makeup,40.5,53.5,33.5
kc-u289-202601-MOD,u289,202601,Moda,619985.45,42.1,38,64.0,40.1,Accessories & Jewelry,29.0,38.0,28.5
kc-u289-202601-ACE,u289,202601,Acessórios,164683.64,33.7,33,17.0,31.5,Bags & Leather,34.1,44.1,30.6
kc-u289-202601-BEL,u289,202601,Beleza,164683.64,50.0,26,17.0,47.8,Wellness,42.0,55.0,34.2
kc-u289-202602-MOD,u289,202602,Moda,665192.73,42.1,41,64.0,40.1,Footwear,29.0,38.0,28.5
kc-u289-202602-ACE,u289,202602,Acessórios,176691.82,33.3,36,17.0,31.5,Watches & Jewelry,34.4,44.4,30.7
kc-u289-202602-BEL,u289,202602,Beleza,176691.82,49.9,28,17.0,47.8,Wellness,40.5,53.5,33.5
kc-u289-202603-MOD,u289,202603,Moda,665192.73,42.2,41,64.0,40.1,Apparel,27.8,36.8,27.9
kc-u289-202603-ACE,u289,202603,Acessórios,176691.82,33.3,36,17.0,31.5,Watches & Jewelry,35.3,45.3,31.1
kc-u289-202603-BEL,u289,202603,Beleza,176691.82,49.8,28,17.0,47.8,Skin Care,42.0,55.0,34.2
kc-u289-202604-MOD,u289,202604,Moda,645818.18,42.2,40,64.0,40.1,Apparel,27.5,36.5,27.8
kc-u289-202604-ACE,u289,202604,Acessórios,171545.45,33.2,35,17.0,31.5,Watches & Jewelry,34.1,44.1,30.6
kc-u289-202604-BEL,u289,202604,Beleza,171545.45,50.0,28,17.0,47.8,Skin Care,41.4,54.4,33.9
kc-u289-202605-MOD,u289,202605,Moda,613527.27,42.0,38,64.0,40.1,Footwear,29.3,38.3,28.6
kc-u289-202605-ACE,u289,202605,Acessórios,162968.18,33.2,33,17.0,31.5,Sunglasses,36.2,46.2,31.6
kc-u289-202605-BEL,u289,202605,Beleza,162968.18,50.0,26,17.0,47.8,Wellness,43.2,56.2,34.8
kc-u289-202606-MOD,u289,202606,Moda,658734.55,42.1,40,64.0,40.1,Apparel,28.4,37.4,28.2
kc-u289-202606-ACE,u289,202606,Acessórios,174976.36,33.3,35,17.0,31.5,Sunglasses,35.9,45.9,31.4
kc-u289-202606-BEL,u289,202606,Beleza,174976.36,49.9,28,17.0,47.8,Makeup,42.9,55.9,34.7
kc-u147-202601-MOD,u147,202601,Moda,1538863.64,45.1,44,61.0,43.2,Apparel,27.5,36.5,27.8
kc-u147-202601-ACE,u147,202601,Acessórios,454090.91,35.5,38,18.0,33.8,Watches & Jewelry,33.5,43.5,30.2
kc-u147-202601-BEL,u147,202601,Beleza,479318.18,52.5,32,19.0,50.3,Skin Care,40.8,53.8,33.6
kc-u147-202602-MOD,u147,202602,Moda,1569640.91,44.9,44,61.0,43.2,Apparel,28.4,37.4,28.2
kc-u147-202602-ACE,u147,202602,Acessórios,463172.73,35.9,38,18.0,33.8,Watches & Jewelry,35.9,45.9,31.4
kc-u147-202602-BEL,u147,202602,Beleza,488904.55,52.1,32,19.0,50.3,Wellness,40.5,53.5,33.5
kc-u147-202603-MOD,u147,202603,Moda,1461920.45,45.0,41,61.0,43.2,Apparel,29.9,38.9,28.9
kc-u147-202603-ACE,u147,202603,Acessórios,431386.36,35.7,36,18.0,33.8,Bags & Leather,33.5,43.5,30.2
kc-u147-202603-BEL,u147,202603,Beleza,455352.27,52.2,30,19.0,50.3,Skin Care,40.8,53.8,33.6
kc-u147-202604-MOD,u147,202604,Moda,1554252.27,45.1,44,61.0,43.2,Footwear,29.9,38.9,28.9
kc-u147-202604-ACE,u147,202604,Acessórios,458631.82,35.7,38,18.0,33.8,Watches & Jewelry,34.4,44.4,30.7
kc-u147-202604-BEL,u147,202604,Beleza,484111.36,52.4,32,19.0,50.3,Makeup,42.9,55.9,34.7
kc-u147-202605-MOD,u147,202605,Moda,1523475.0,45.2,43,61.0,43.2,Apparel,28.4,37.4,28.2
kc-u147-202605-ACE,u147,202605,Acessórios,449550.0,35.9,37,18.0,33.8,Bags & Leather,33.5,43.5,30.2
kc-u147-202605-BEL,u147,202605,Beleza,474525.0,52.4,31,19.0,50.3,Skin Care,41.1,54.1,33.8
kc-u147-202606-MOD,u147,202606,Moda,1554252.27,45.4,44,61.0,43.2,Apparel,29.6,38.6,28.8
kc-u147-202606-ACE,u147,202606,Acessórios,458631.82,35.8,38,18.0,33.8,Bags & Leather,34.4,44.4,30.7
kc-u147-202606-BEL,u147,202606,Beleza,484111.36,52.0,32,19.0,50.3,Wellness,40.8,53.8,33.6
